Owner Bucket  ?,Case Number,Account Name,Subject,Description,Resolution/Root Cause,Priority,Primary CSM,Created By,Date/Time Opened,Case Age,Category,Sub-Category,Age,Business Hours Age
,222746,Siteimprove,Additional 2 Forecast tab,"Hi, can we add 2 additional forecast tab based on the excel information?",created the new BDR Forecast and Marketing Forecast tabs.,Low,Caitlin Stone,Carmen Wong,"5/6/2025, 7:36 PM",16,Configuration,Forecast - Update,386,192
,222763,AppViewX,"Create formula field in ""Retention and Churn (QTD)""","Hi Team, 

Please create formula fields in ""Retention and Churn (QTD)"", 
Churn (WC) = Churn + contraction + potential risk forecast + churn risk forecast
Churn (BC)  = Churn + contraction + churn risk forecast

Best,
Vinesh","We have created the two new calculation columns under the ""Retention and Churn (QTD)"" tab as requested",Low,Jason Parawan,Vinesh Kannan,"5/7/2025, 4:35 AM",2,Configuration,Forecast - Update,62,45.41527778
,222784,Pendo,History mapping for forecast stage change,"Hi there,

Pendo has changed the name of one of their Forecast categories and we would like to ensure the history is mapped correctly. They have changed ""Floor"" to ""Commit"".

Previous Stage Name: Floor
Updated Stage Name: Commit 

Can we please update the history mapping so that the analytics modules are working properly?","customer has only changed the label from Floor to Commit.

Since Clari uses the value, not the label, this change will not impact the Analytics module.

 Also, in the UI, Clari always displays the value rather than the label.",Low,Ari Henck,Ari Henck,"5/7/2025, 7:15 AM",7,Configuration,Analytics - Update,162,74.74611111
,222799,"Vimeo.com, Inc.",Forecast Configuration Update,"Vimeo is hoping to get their ""Renewal Forecast"" to function similarly to their ""New Business Forecast"" - at month close, having the ""Closed - Call"" number equal the Actual Closed number. Please see the screenshot attached. In the example, they expect the 12,000 roll up field to equal the 6.3 actuals. Is this something we can do across the board?",NA,Low,Elizabeth Stoughton,Elizabeth Stoughton,"5/7/2025, 8:08 AM",1,Configuration,Forecast - Update,37,25.86361111
,222824,DataRobot,Custom Hiearchy Question,Hey team - DataRobot is about to build out a new Forecast Tab but want to know if there is a way to have this new tab only assigned to their SE team. How would they go about configuring this new tab to only show that team?,"Based on the existing tab user's we can provide the access for the new tab  in bulk through mongo

If you are looking to provide the access to only to a particular USER TYPE then we have to give it manually",Low,Christopher Williams,Christopher Williams,"5/7/2025, 9:42 AM",6,Configuration,Forecast - Update,153,72.29333333
,222852,"Webflow, Inc.",Forecast config question - webflow,"Hey team - Can you assist with the below question from Webflow?

""We are looking at changing our forecast category field so that it isn't tied to Stages. Is the best way to do this just to create a custom field? I'm concerned about the number of references there are in Clari to the default forecast category field.""","to decouple the Forecast Category from Stage, they can create a custom field for this purpose.



Once the custom field is created, we will need to update all saved views and forecast configurations where the original Forecast Category field is used.",Low,Christopher Williams,Christopher Williams,"5/7/2025, 11:10 AM",7,Configuration,Other,180,86.82472222
,222885,Ardoq,Forecast Change -Forecast Tab (Base),"Hi Team - For the Forecast Tab, can we make the Base forecast column similar to the Worst/Best? So remove the monthly sections. And if we can ensure everyone's base forecast #s stay the same and don't get deleted? 

Would greatly appreciate your support!",removed the monthly Base  column from the Forecast tab.,Low,Rohit Agarwal,Benjamin roach,"5/7/2025, 12:18 PM",1,Configuration,Forecast - Update,33,21.69888889
,222911,"Vectra AI, Inc.",Vectra - Forecasting Changes,"Please make the changes highlighted in the google sheet to the existing ""Renewals Forecast"" tab
- we need to add in 1 calculation column & delete 2 forecast columns",created the Net Churn column and removed the Churn Best Case and Churn Most Likely columns from the Renewals Forecast tab.,Low,Jason Parawan,Erin Martinez,"5/7/2025, 1:42 PM",1,Configuration,Forecast - Update,30,20.28527778
,222926,Synack,3 Calculation Fields needed on Weighted New Business Quota,"Hello,

We will need to add 3 calculation fields for the Weighted New Business Tab as shown in red in columns N,O,P on this sheet

https://docs.google.com/spreadsheets/d/1p-TzYlW2drMcMzf9JuL_Ye2b-XK8R5_9C-Hxuh-avzg/edit?gid=1416143593#gid=1416143593","created the 'Weighted Commit Deals', 'Weighted Expect' and 'Weighted Best Case' calculation columns in the 'Weighted New Business Quota - WIP' tab as per in the attached sheet.

excluded the 'Commit Forecast' and 'Best Case Forecast' columns from the 'I",Low,Matthew Mcginley,Matthew Mcginley,"5/7/2025, 3:59 PM",13,Configuration,Forecast - Update,297,130.0008333
,222951,Acuity Knowledge Partners (UK) Limited,Split configuration for all tabs,"Team, Acuity has given the go-ahead to enable split on the forecast tabs.

Today they have the tab ""QTD (SPLIT)"" running off splits. 

Next step: 
1. Configure the other tabs ""monthly pledge"" and ""YTD"" to run off the split records as well.
2. Delete the old tabs e.g. ""QTD""

Noell James was the SC on the initial configuration and has the context, please allocate to him if he's available.","updated the mode to 'Split' for the 'Monthly Pledge' and 'YTD' tabs and 
reverted the 'QTD' tab.",Low,Said Mussa,Said Mussa,"5/8/2025, 3:50 AM",6,Configuration,Forecast - Update,142,62.16277778
,223016,Cymulate,Whitelist & Create First User - Cymulate,"This new logo account has just signed. Please check Subscription Start Date ""April 30, 2025"" and if within 2 weeks of todays date, proceed with whitelisting the account domain, update Clari org ID field under Clari Adoption snapshot in SFDC, and confirm whether they have already been added based on POC. If Subscription Start Date is greater than 2 weeks, then update the Requested Completion date to 2 weeks prior to Subscription Start Date. New logo account website for domain is ""www.cymulate.com""",We have whitelisted the domain and created the first user,Low,Pooled CSM,Dawn Perkins,"5/8/2025, 9:46 AM",1,Configuration,Other,33,24.22666667
,223046,"Intercom, Inc.",Want to add in a second quota type column and second forecast type column that aggregates on count,"I'm trying to create a second quota type and forecast type column in the 'Fin Standalone' tab that aggregates on the count of closed-won opportunities and count of commit opportunities. But when I go and try to create the columns, the option to select 'Clari Opportunity Counter' does not appear as an option. 

Is there a limit to the number of columns that aggregate on the 'Clari Opportunity Counter' or can we get this added into the options when creating a column? 

Thank you!","observed that the 'Clari Opportunity Counter' amount field was not added in the Filterable and Groupable layout under Opportunity mode. That’s why it was not available as an option in the 'Aggregation Field' under Field Configuration. 

I have now added",Low,Tyler Jass,Calvin Hu,"5/8/2025, 11:19 AM",4,Configuration,Forecast - Update,106,38.67527778
,223039,Corelight,Replace an Existing field,"Hi Support - Can you remove the ""Next Steps"" which i believe is the standard sfdc field with the ""Next Step Notes"" (API = Next_Step__c) field please? Please make the update to the opportunity grid and expanded grid. 

Can you also let us know if the ""Next Step"" field is used any where else where we may need to update it in Clari.

Context on the change is that we needed a notes field that was longer then the 255 charter limit and we cant update the SFDC standard notes field. So, we created a long text field (Next Step Notes) and added it to the opp page layout.","-replaced the ""Next Steps"" field with the ""Next Step Notes"" field (API = Next_Step__c) in the Opportunity Grid, Details, and Expanded Grid.

Aside from these locations, the ""Next Steps"" field was not being used elsewhere in Clari.",Low,Christopher Williams,Sammy Nijem,"5/8/2025, 10:55 AM",3,Configuration,Field Config - Update,69,23.07972222
,223089,Pure Storage,Adding Columns to the Extended Sales Forecast,We're updating the columns in the Extended Sales Forecast. There are some columns that we're unable to create on our own. We need assistance from Clari to create 12 columns. Please see the attached sheets for more details.,created all 12 columns in the 'Extended Sales Forecast' tab as per in the attached sheet.,Low,Matthew Colangelo,David Ward,"5/8/2025, 3:52 PM",4,Configuration,Forecast - Update,101,34.12083333
,223105,REMOTE EUROPE HOLDING B.V.,New Mode,I would like to create a new mode based on Product Splits. I can see this option in the Mode dropdown. (Srceenshot attached),created the Product mode.,P3,Said Mussa,Hind Zerrouki,"5/8/2025, 10:58 PM",10,Configuration,Field Config - Update,236,96
,223104,REMOTE EUROPE HOLDING B.V.,New Field in filyers,"Hi, I need help with a new field I have added.
The field is labelled ""first win close date"" and I would like to set it up in a way that it checks opportunities where the first win close date was within or outside 90 days of the closed won date.

I am not sure if I have set this up the correct way, using ""ago"" or if I should use something else.
Can you please help?",NA,P3,Said Mussa,Hind Zerrouki,"5/8/2025, 10:36 PM",12,Configuration,Forecast - Update,287,128
,223106,REMOTE EUROPE HOLDING B.V.,Splits Mode Aggregation Field,"Currently, our forecast configuration is based on splits where we aggregate based on the splits amount field.
Is it possible to aggregate based on 2 fields (splits amount and split amount override fields) based on define criteria? Some opportunities will have the split amount data incorrect, and we would need to use the split amount override field instead, in these specific scenarios.",-,P3,Said Mussa,Hind Zerrouki,"5/8/2025, 11:02 PM",5,Configuration,Field Config - Update,119,48
,223107,CommerceIQ,Added new column in Forecast configuration 'Next Qtr S2+ Coverage Target' under pipeline,"Added new column in Forecast configuration 'Next Qtr S2+ Coverage Target' under pipeline.
But 'Next Qtr S2+ Coverage' not visible.",the Attainment column label was mistakenly entered as 'Next Qtr S3+ Coverage' instead of 'Next Qtr S2+ Coverage'.,Low,Pooled CSM,Janani K,"5/8/2025, 11:47 PM",7,Configuration,Forecast - Update,146,64.28694444
,223150,Instructure,Remove default column,"Hello, can you please remove the ""Commit - Call"" column on the ""Recurring ACV"" forecast tab? I'm unable to do so because I get the following error: ""Commit - Call is the default column within Recurring ACV tab and cannot be deleted. Contact Clari support for help.""","We have remove the ""Commit - Call"" column on the ""Recurring ACV"" forecast tab as requested",Low,Nico Alvarez,Jorge Pradilla,"5/9/2025, 8:32 AM",3,Configuration,Forecast - Update,79,23.49888889
,223184,"ArisGlobal, LLC",New Forecast Tab Needed,"Vanessa wants a new Renewal Forecast tab built out. She wants the following columns:

Renewal Retention Target
Retention ACV closed
Incremental ARB Closed
Downsell
Cross-sell
Renewal Pipeline Total
Renewal Pipeline Incremental
Avg Uptick Closed Won

Please name it Renewal Forecast - Test for now so nobody uses it until it's complete. Thank you!",tab creation can be achieve by Self-Serve Forecast Config,Low,Tyler Jass,Tyler Jass,"5/9/2025, 11:03 AM",9,Configuration,Forecast - Update,224,86.93472222
,223284,Pendo,Remove Forecast Column from Renewals Specialist Forecast View,We need to remove the Forecast column from the Renewals Specialist Forecast View,We have removed the Forecast column from the Renewals Specialist Forecast as requested .,P3,Ari Henck,Krystian Serwinski,"5/12/2025, 8:22 AM",4,Configuration,Forecast - Update,106,73.62333333
,223293,Wallix,Upcoming SFDC Stage Name Changes,"Hi,

The Wallix team will change on of their OPP stage names. They'll rename the stage “Proposal” to “Project Validation”.

Can you please assist them and let them know how this change will impact Clari as well as communicate best practices e.g. across the Forecast, Inspect, Analyse, etc.

POC to be included:
mdossantos@wallix.com
yayed@wallix.com

Thanks, team,",n/a,Low,Said Mussa,Said Mussa,"5/12/2025, 9:10 AM",9,Configuration,Forecast - Update,211,106.8486111
,223352,Edmentum,Enabling Opportunity Teams Filter for Edmentum,"Edmemtum wants the ability to filter by opportunity team within Inspect, can you enable this option for them?","The options ""On Deal Team"" and ""My Team's Team"" are already available under the Opportunity mode.



 In Clari, these filtering options are only supported when the Owner Field is set to opportunity.owner. If the mode is configured with a different own",Low,Andrew Pohlen,Andrew Pohlen,"5/12/2025, 2:15 PM",8,Configuration,Other,181,85.30527778
,223355,Invoca,forecast order change,"Hi,
Invoca needs to get their forecast order changed to the below:

Enterprise
Mid-Market
Corporate
Devon
Account Management
Channel
UK
Unmanaged Accounts


Can you help make this edit?  The client was not able to, thank you.",NA,Low,Sarah Fagan,Tanmaya Hobbs,"5/12/2025, 2:22 PM",8,Configuration,Other,178,83.62194444
,223376,Snyk Limited,"Add a ""Forecasted Churn"" column in the Renewals Forecast Tab","Hi, 

Can you please add a new column in the Forecast => Renewals Tab. The Column should be titled ""Forecasted Churn"". The value for the calculated field is: [Renewable Base (Avg ARR)] - [Forecasted Renewed ARR - Submission]. The new column should be between the columns ""Forecasted Renewed ARR - Submission"" and ""Forecasted Renewal Rate"" 

Thank you!",We have created the new calculation column under the Renewals Tab as requested,Low,Andrew Pohlen,Josh Feller,"5/12/2025, 7:19 PM",4,Configuration,Forecast - Update,95,64
,223475,"CrowdStrike, Inc.",Forecast Update,"Forecast Tab: Renewals Bridge - WIP
Column: CQ Open Slipped
Change: Can you add the following filter: Close Date Quarter > Contract Renewal Date Quarter (The quarter of the close date is later than the quarter of the contract renewal date)","I wanted to let you know that Clari does not support comparison between two filters.

To achieve the desired functionality, you would need to create a checkbox or another custom field type. This field can then be used within the filters to achieve your ",P3,Lyuda Rogers,Samra Ahmed,"5/13/2025, 10:58 AM",7,Configuration,Forecast - Update,176,87.0225
,223478,"Smartsheet, Inc.",Add New Quota Setup,"Hi Team - 

Can you help enable us to add another quota type/setup? Or add for us?

We need Brandfolder - Services added both Monthly and Quarterly. Let me know if you need any more information from my side. 

Quota Name	Display Name	 Type 	Forecast Tabs
brandfolder_services_monthly 	 Plan	MONTH	Brandfolder - Services
brandfolder_services_quarterly  Plan	QUARTER	Brandfolder - Services

Thanks","All users now have access to the ""Brandfolder - Services Bookings"" tab, similar to the ""Brandfolder - Gross Bookings"" tab.",Low,Stephanie Ervin,Gareth Collier,"5/13/2025, 11:09 AM",7,Configuration,Forecast - Update,160,72.4125
,223484,Aiwyn,Whitelist & Create First User - Aiwyn,"This new logo account has just signed. Please check Subscription Start Date ""May 19, 2025"" and if within 2 weeks of todays date, proceed with whitelisting the account domain, update Clari org ID field under Clari Adoption snapshot in SFDC, and confirm whether they have already been added based on POC. If Subscription Start Date is greater than 2 weeks, then update the Requested Completion date to 2 weeks prior to Subscription Start Date. New logo account website for domain is ""www.aiwyn.ai""",We have whitelisted the domain and created the first user as requested,Low,Pooled CSM,Dawn Perkins,"5/13/2025, 11:19 AM",3,Configuration,Other,79,54.67833333
,223497,"Axonius, Inc",Close Date Options,"can you please add these options for the Close date field in the opp grid: 2 quarters out, 3 quarters out, 4 quarters out","We have created the filter values  2 quarters out, 3 quarters out, 4 quarters out for the closed date filter .",Low,Christopher Williams,Edward Fuerst,"5/13/2025, 12:11 PM",3,Configuration,Field Config - Update,79,53.80194444
,223488,"CrowdStrike, Inc.",Update User Role reference,"On the ""Corporate Renewals - WIP"" tab, I need the role hierarchy to refer to ""Renewal Manager"". There is already a reference field on the opportunity object to that field called ""Renewal_Manager__c"". 

Also on the ""Late Renewals (STR)"" column, can you please add a filter for Close Date is later than Contract Renewal Date?","We have created the new mode Renewal as requested 
2) We have updated the Corporate Renewals - WIP tab to be based on Renewal Mode and the owner filed is Renewal_Manager__c.Please verify and let us know if any changes are required .Please find the below ",P3,Lyuda Rogers,Samra Ahmed,"5/13/2025, 11:43 AM",11,Configuration,Forecast - Update,274,134.2777778
,223517,Thermo Fisher Scientific,Add 2 calculation columns to Global Services Forecast Entry Tab,"Thermo Fisher needs to add 2 new columns to the ""Global Services Forecast Entry"" forecast tab. They are calculation columns, so not able to add them via Forecast Config in Clari Studio.",We have created the two new calculation columns as provided under the spreadsheet shared,Low,Ari Henck,Ari Henck,"5/13/2025, 1:39 PM",3,Configuration,Forecast - Update,77,52.35
,223543,Unity Technologies,New annual tabs,"Unity would like to create 2 new annual tabs that will be cloned off of 2 existing tabs. We could not do this in Forecast Config because updating the time period is a limitation.

The instructions are outlined in the requirements document. The only callout is that for the ""Forecast"" column in each tab, the customer would like to hard code the calendar year. They are aware of the implications. I wasn't positive how to write this in the query, but I explained the changes in the sheet.",created the new Annual New License and SST and Annual Renewal License tabs,Low,Ari Henck,Ari Henck,"5/13/2025, 3:50 PM",5,Configuration,Forecast - Update,124,50.16222222
,223549,Checkr,Forecast History from Multiple Forecast Tabs,"Hello,

Checkr recently created a new forecast tab called New Business Forecast.

This forecast tab is going to streamline the full team forecast for new and upsell business.

We'd love to get the forecast history from the previous tabs if possible. For example the Enterprise Reps would get the forecast history from Enterprise and ENT Upsell.

The UMM Team would get the forecast history for UMM and Strategic Upsell forecast calls.

The columns are the same, but the upsell and new logo forecast history would have to be combined and then added per team.

Let me know if this request makes sense, and if it is possible.

Thanks,

Matt","We cannot do addition of the entries and then transfer it.

If it is just moving the entries from one column to another column it is possible but we cannot do a addition of New Logo and upsell entries and then upload it.",Low,Matthew Mcginley,Matthew Mcginley,"5/13/2025, 6:22 PM",3,Configuration,Other,72,48
,223559,Acuity Knowledge Partners (UK) Limited,Removing QTD [Split] tab from our Forecast Page,"Hi team,

Can you please help us in removing the ""QTD [Split]"" tab from our Forecast page in Clari? This was a test tab created to apply some new changes, and now that the changes have been finalized and replicated to the main tabs, we have been asked from someone in the PS Config India team to create a case in order to get this removed.

Please let me know if anything else is needed from my end.

Thanks,
Suraaj",Removal of tab can be achieve by Self-Serve Forecast Config,Low,Said Mussa,Suraaj Sukomal,"5/13/2025, 11:53 PM",1,Configuration,Forecast - Update,3,1.054444444
,223566,UiPath,Forecasting Tab Updates,"Hi team,

Please perform the following modifications to forecasting:

Update the Quota being used in the ""iARR Overview WIP"" tab to financial_goal_quota, instead of billed_iarr_overview_quota, while keeping the same attainment column.
Update the ""Low Forecast"" column, from the same ""iARR Overview WIP"" tab, to a composite forecast column type defined as ""Low Forecast"" (from iARR Overview Tab) + ""MYDPA"".
Update the ""Net Forecast"" column, from the same ""iARR Overview WIP"" tab, to a composite forecast column type defined as ""Net Forecast"" (from iARR Overview Tab) + ""MYDPA"".
Update the ""High Forecast"" column, from the same ""iARR Overview WIP"" tab, to a composite forecast column type defined as ""High Forecast"" (from iARR Overview Tab) + ""MYDPA"".

Please ensure the modifications are done on the ""iARR Overview WIP"" tab and NOT ""iARR Overview"".

Thank you!",updated the?iARR Overview WIP tab as per our discussion.,Low,Cortney Fickey,Sabin Cigaran,"5/14/2025, 2:17 AM",11,Configuration,Forecast - Update,285,127.7058333
,223584,Access UK Ltd.,Max Pulse widgets,Hi Team can we increase the max pulse widgets to 2 for access please.,increased the max pulse widgets to 2.,Low,Toni Pang,Toni Pang,"5/14/2025, 5:18 AM",6,Configuration,Widget - Update,161,76.69861111
,223745,Causeway Technologies,Add more columns to Annual Attainment Forecast,"Hi team,

Hope you're all doing well!

I wanted to check if it would be possible to add four additional columns—one for each quarter—in the Annual Attainment tab of the Forecast sheet.

These columns would be read-only and show the Closed ARR for each rep by quarter (Q1 to Q4). I attempted to add them myself but hesitated due to concerns about the date ranges used in the existing formulas.

Could you please help with an example formula, perhaps for Q1, so I can better understand how to structure it properly?

Thanks so much in advance!

Deima","created four new read-only columns with the same filter configuration as the Closed YTD column, except for the Close Date range in  Annual Attainment tab and These new columns are configured using the respective filter values for Q1 2025, Q2 2025, Q3 2025",Low,Said Mussa,Deimante Valentinaviciute,"5/15/2025, 7:18 AM",1,Configuration,Forecast - Update,22,13.71527778
,223770,Bloomreach,Delete COlumns from Forecast Tab,"Hello can we please delete the following columns from the 'Renewals Forecast' Tab.  I don't think I can do this on my own, but please let me know.
-ARR at Risk + Downsell (Open)
-Downsell (Open)","I’ve removed ""ARR at Risk + Downsell (Open)"" and ""Downsell (Open)"" column from the Renewals Forecast tab.",Low,Andrew Seymour,Adam Edmiston,"5/15/2025, 9:06 AM",5,Configuration,Forecast - Update,135,56.88861111
,223846,"Workday, Inc.",Requesting New Mode in Clari,"We are requesting a new Mode in Clari - ""Partner RevShare Contribution"". Please have the new mode mirror the Default Mode. Please let me know if you need anything else. thank you!","We have created the new mode  ""Partner RevShare Contribution"" which is the  mirror the Default Mode as requested

We created the new mode ""Partner RevShare Contribution"" Mode, with  reference Source Object = Extended Team object and Amount Field = ACV A",Low,Mike Riggs,Christine Lau,"5/15/2025, 4:04 PM",5,Configuration,Field Config - Update,123,49.91972222
,223841,LiveRamp,Add Open Opportunities to Saved View In Inspect > Accounts,"Hi Team - 

I want to add a column to an existing saved view under Inspect > Accounts

The saved view is called ""New / Prospect Activity This Quarter [Approved]""

Within the saved table / grid, I want to see if there are any open opportunities for that account and have that data live right next to the activity level data.

Can you please add this for me? 

Adding Nico, our CSM. Nico, if you could help look into this as well, that would be awesome. 

Thanks,
Drew",The field account.of_lr_open_opportunities__c is now visible in the Account grid.,Low,Nico Alvarez,Drew Esterberg,"5/15/2025, 3:23 PM",10,Configuration,Field Config - Update,248,98.60083333
,223880,"Intercom, Inc.",Building Partner Mode Tab in Clari,"Hi all, we have recently added a 'Partner Mode' to our Clari and I am trying to build out the columns queries. Although I am using the same queries as the current active tabs (AE, RM Expansion) I am not seeing the correct data come into the partner tab. I have 2 initial questions but would be grateful for some support in building this correctly;

1. I am using the SFDC field 'Partner Sale Type' to include actuals for 2 items on this drop list on the field however it will not let me add it as the following; 'Partner Sale Type' is ""Sourced by the partner, Assisted by the Partner"" it will only let me add it as the following 'Partner Sale Type' is ""Sourced by the partner"" AND 'Partner Sale Type' is ""Assisted by the partner"" AND 'Partner Sale Subtype' is not ""Intercom-Funded Service partner Assist"". I don't see an option in the field configuration tab to group this picklist.

2. Although I am using the same parameters as the AE and RM queries for the various columns I'mnot getting the expec",Helped with forecast configuration and Eva will get back once they resolved the issue in SFDC,Low,Tyler Jass,Eva Abbott,"5/16/2025, 6:14 AM",11,Configuration,Forecast - Update,281,123.7647222
,223911,Sage Global Services Limited,Whitelist & Create First User - Sage Global Services Limited,"This new logo account has just signed. Please check Subscription Start Date ""May 19, 2025"" and if within 2 weeks of todays date, proceed with whitelisting the account domain, update Clari org ID field under Clari Adoption snapshot in SFDC, and confirm whether they have already been added based on POC. If Subscription Start Date is greater than 2 weeks, then update the Requested Completion date to 2 weeks prior to Subscription Start Date. New logo account website for domain is ""www.sage.com""",We already have the provided domain already whitelisted .,Low,Said Mussa,Dawn Perkins,"5/16/2025, 9:24 AM",4,Configuration,Other,105,40.59972222
,224073,Fivetran Inc.,Do not require monthly forecasts,"Hi team,

Right now, I believe Forecast users are required to submit monthly level forecasts (in addition to quarterly forecast) within the ""Total Incremental Bookings"" tab in order to get their Green checkmark signaling they completed their forecast. We want to give the green check based on whether they submitted a QUARTERLY forecast. Users should be able to submit both monthly and quarterly, but the green checkmark should only be given if the quarterly forecast is provided. 

Thanks","Users must submit forecasts for all forecast columns (either quarterly or monthly) within a tab to receive the green checkmark.
If any forecast column is left blank, the green checkmark will not appear.
This is the expected behavior in Clari. ",Low,Andrew Seymour,Sean Newell,"5/19/2025, 11:16 AM",9,Configuration,Other,206,102.7202778
,224111,Cohesity,Rename Display Name on Veritas Sales ACV Tab,"Change the label name from In-forecast Commit to Most Likely and In-forecast Strong upside to In Best Case on Veritas Sales ACV and Combined tabs. On Combined tab(Cohesity Sales ACV + Veritas Sales ACV) we need sum up the Most Likely from Cohesity Sales ACV to Most Likely from Veritas Sales ACV, In Best case from Cohesity Sales ACV tab to In Best Case from Veritas Sales ACV.",We have updated all the changes as discussed on the call .,Low,Chris Hughes,Uday Bodduna,"5/19/2025, 4:20 PM",1,Configuration,Forecast - Update,27,17.66305556
,224172,dbt Labs,Change formula columns,"Hi there,

We have three columns on our call summary tab 'New ARR Worst Case' ""new ARR Commit"" and ""New ARR Best Case"" - right now they are just the same values from the New ARR call tab. We want to make these three columns on the call summary tab be net calls. We want to rename the fields to 'Net ARR Worst Case"" ""Net ARR Commit"" and ""Net ARR Best Case"" and adjust the values so they sum the forecast category and the churn call. So in the screenshot rename the red columns and then instead of 13,050,000 for Austin's worst case call it should be 13050000 (worst case) -1835000 (churn call) = 11,215,000 (Net ARR Worst Case) - same for the other two columns.","updated the configuration of the 'New ARR Worst Case', 'New ARR Commit', and 'New ARR Best Case' columns in the Call Summary tab",Low,Christopher Williams,James Darragh,"5/20/2025, 7:36 AM",1,Configuration,Forecast - Update,36,26.39361111
,224211,Boomi LP,Remove column from Sales Renewal Forecast tab,"Hey team,

On the Sales Renewal Forecast tab, can you assist with removing the final column, ""Forecast Churn/Downgrade""?

Thanks!",NA,Low,Jason Parawan,Michael Harris,"5/20/2025, 9:49 AM",8,Configuration,Forecast - Update,184,88.20416667
,224372,Gem,[IMPORTANT CHURN SAVE] - new Calculation column,"This is a churn save -- for the tab - [WIP] ATS Attach ARR, can we add a new calculation column called ""Commit Coverage""?

The calculation would be:
= Pipeline Coverage / ( Commit – Total ATS Attach Closed Quota )","created ""Commit Coverage"" column in the  [WIP] ATS Attach ARR tab",Low,Pooled CSM,Samuel Lee,"5/21/2025, 10:48 AM",5,Configuration,Forecast - Update,128,55.19055556
,224382,Optimizely North America Inc.,Remove column from Renewals Mode Globally,"Hi Clari Support - 

We are trying to remove a Column from the ""Forecast Tab"" when you hit the View Deals option and it shows the inspect view in a smaller view. We have 2 expect renewal amount columns and we want to get rid of the non-calculation column. It's all the way to the right today, however we want to remove it",NA,Low,Andrew Seymour,Drew Elston,"5/21/2025, 11:40 AM",7,Configuration,Forecast - Update,159,70.91611111
,224419,"Riverbed Technology, Inc.",Total Forecast ACV tab issue,"urgent issues to raise with Clari
 
Total Forecast ACV tab:  Month 1-2-3 and Week 1-13 columns need to be totals of Upfront Forecast and Renewal Forecast tabs
 
that is the most urgent problem to fix today",current configuration already aligns with the case description.,Low,Ari Henck,Lucia Devide,"5/21/2025, 2:39 PM",4,Configuration,Forecast - Update,104,35.34055556
,224426,SafetyCulture,Calculation field for Expected Total C&C ARR,"Hello,

Can we create a calculation field for SafetyCulture's Renewals APAC tab. The field tab will be for Expected Total C&C ARR

The calculation field will look like this
Open Renewals Churn Forecast ARR field + ACTUAL C&C ARR = Expected Total C&C ARR.

Expected Results
Expected Total C&C, this would likely be:
1. Open Renewals - Churn Forecast ARR ($1m)
2. Closed Renewals - Actual Churn ARR ($500k)
Expected Total C&C ARR = $1.5m
Expected results = Open Renewals Churn Forecast ARR + Actual Churn ARR

Showing an image of the fields we need.

Thank you

Matt",n/a,Low,Matthew Mcginley,Matthew Mcginley,"5/21/2025, 3:42 PM",7,Configuration,Forecast - Update,155,67.43416667
,224594,RIMES Technologies,RIMES - Unable to add in Record ID Type,"Hey team - RIMES is trying to exclude the Record ID Type called Flow from their forecast config for all columns in their 'Sales Forecast' tab. 

Can someone add this in for them?

Adding image to show how it does not populate.",excluded the 'Record Type ID = Flow' from all the columns in the 'Sales Forecast' tab.,Low,Christopher Williams,Christopher Williams,"5/22/2025, 2:03 PM",3,Configuration,Forecast - Update,80,19.93472222
,224669,Postman,Error when Deleting a Field,"Hi Team,

I’m trying to remove a field from all of our layouts, as it’s no longer in
use, though it was used in the past. What’s the best way to remove it or
ensure it’s taken out of all page layouts? Field Name ""Churn Risk"".

Thank you,

-- 

Prashant Patel

Business Systems Manager, GTM Systems | Postman


San Francisco, CA, USA

Postman.com <https://www.postman.com/>

To unsubscribe from this group and stop receiving emails from it, send an email to dsc-request+unsubscribe@clari.com.","the ""Churn Risk"" field was only being used in widgets across three dashboards. I’ve now removed the field from Clari",Medium,Elizabeth Stoughton,System,"5/23/2025, 8:16 AM",5,Configuration,Field Config - Update,132,57.73138889
,204813,"Red Canary, Inc.",Add Fields for Validation Rules,"Can we please configure the following validation rules?

""Forecasted Churn ACV is defaulted to a negative value when filled out. Since Forecasted Churn ACV <0, please complete At-Risk Code"".
Show the following fields: 
opportunity.at_risk_code__c
opportunity.secondary_at_risk_code__c
opportunity.risk_details

""To make that change to the At-Risk Code and Secondary At-Risk Code, you need to update the Secondary At-Risk Code."" 
opportunity.at_risk_code__c
opportunity.secondary_at_risk_code__c
opportunity.risk_details


The second error message above seems to be working incorrectly, because I recieve that validation rule message after I populated ""Secondary At risk code"" in Clari",-,Low,Andrew Pohlen,Becca Reed,"12/2/2024, 6:37 AM",62,Configuration,Validation Rules - Update,1502,715.37
,204912,REMOTE EUROPE HOLDING B.V.,EOR Splits tab is not returning any results,EOR Splits tab is not returning any results,"Root Cause:
The EOR Splits tab did not return results because the SplitTypeID = Revenue ARR had no associated value, and the OpportunitySplitTypeID field only contained an ID without a corresponding value.

Resolution:
Awaiting confirmation on the cor",Low,Said Mussa,Hind Zerrouki,"12/3/2024, 1:24 AM",62,Configuration,Forecast - Update,1488,704
,205356,Synopsys Inc.,Requesting Jira be created for migration for Activity v7 for Synopsys (2622),Please migrate Synopsys org 2622 to activity v7,"Jan 2: Assigned Jira to Dave

Migrated to V7",Low,Marina Addonizio,Marina Addonizio,"12/5/2024, 9:56 AM",80,Configuration,Forecast - Update,1932,904.0577778
